"HISTORY","CVP","PCWP","HYPOVOLEMIA","LVEDVOLUME","LVFAILURE","STROKEVOLUME","ERRLOWOUTPUT","HRBP","HREKG","ERRCAUTER","HRSAT","INSUFFANESTH","ANAPHYLAXIS","TPR","EXPCO2","KINKEDTUBE","MINVOL","FIO2","PVSAT","SAO2","PAP","PULMEMBOLUS","SHUNT","INTUBATION","PRESS","DISCONNECT","MINVOLSET","VENTMACH","VENTTUBE","VENTLUNG","VENTALV","ARTCO2","CATECHOL","HR","CO","BP"
"TRUE","HIGH","HIGH","TRUE","HIGH","TRUE","NORMAL","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","FALSE","LOW","NORMAL","LOW","HIGH","NORMAL","TRUE","HIGH","ONESIDED","ZERO","TRUE","HIGH","NORMAL","ZERO","NORMAL","LOW","HIGH","NORMAL","NORMAL","NORMAL","LOW"
"TRUE","NORMAL","LOW","TRUE","LOW","FALSE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","LOW","HIGH","TRUE","NORMAL","NORMAL","NORMAL","LOW","NORMAL","TRUE","HIGH","ESOPHAGEAL","LOW","TRUE","HIGH","LOW","LOW","ZERO","HIGH","HIGH","NORMAL","HIGH","HIGH","LOW"
"TRUE","NORMAL","HIGH","TRUE","LOW","FALSE","LOW","TRUE","HIGH","HIGH","TRUE","NORMAL","TRUE","FALSE","NORMAL","LOW","TRUE","LOW","NORMAL","HIGH","LOW","HIGH","FALSE","HIGH","NORMAL","HIGH","FALSE","HIGH","NORMAL","LOW","LOW","NORMAL","HIGH","NORMAL","HIGH","LOW","LOW"
"TRUE","NORMAL","HIGH","FALSE","LOW","TRUE","NORMAL","FALSE","HIGH","LOW","TRUE","NORMAL","TRUE","FALSE","NORMAL","HIGH","FALSE","LOW","NORMAL","NORMAL","HIGH","HIGH","TRUE","NORMAL","ESOPHAGEAL","HIGH","FALSE","HIGH","HIGH","NORMAL","NORMAL","ZERO","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","LOW","TRUE","HIGH","FALSE","LOW","LOW","FALSE","NORMAL","TRUE","TRUE","LOW","LOW","TRUE","NORMAL","NORMAL","LOW","HIGH","LOW","FALSE","HIGH","NORMAL","NORMAL","TRUE","HIGH","LOW","NORMAL","NORMAL","LOW","HIGH","NORMAL","HIGH","LOW","HIGH"
"TRUE","HIGH","NORMAL","FALSE","HIGH","FALSE","HIGH","TRUE","HIGH","NORMAL","FALSE","HIGH","TRUE","FALSE","HIGH","LOW","TRUE","NORMAL","NORMAL","HIGH","LOW","NORMAL","TRUE","HIGH","NORMAL","ZERO","FALSE","HIGH","ZERO","ZERO","ZERO","HIGH","LOW","NORMAL","HIGH","LOW","HIGH"
"TRUE","LOW","LOW","TRUE","HIGH","TRUE","HIGH","FALSE","HIGH","NORMAL","FALSE","NORMAL","TRUE","TRUE","NORMAL","LOW","FALSE","NORMAL","NORMAL","HIGH","LOW","HIGH","TRUE","HIGH","NORMAL","NORMAL","FALSE","NORMAL","HIGH","ZERO","LOW","LOW","LOW","HIGH","HIGH","LOW","NORMAL"
"FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","LOW","TRUE","NORMAL","HIGH","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","FALSE","LOW","NORMAL","NORMAL","HIGH","NORMAL","TRUE","HIGH","ESOPHAGEAL","NORMAL","TRUE","NORMAL","ZERO","LOW","NORMAL","ZERO","LOW","HIGH","NORMAL","LOW","HIGH"
"TRUE","HIGH","HIGH","FALSE","HIGH","TRUE","NORMAL","FALSE","NORMAL","NORMAL","FALSE","NORMAL","TRUE","FALSE","HIGH","LOW","TRUE","NORMAL","NORMAL","HIGH","HIGH","LOW","TRUE","NORMAL","ESOPHAGEAL","NORMAL","TRUE","LOW","LOW","ZERO","NORMAL","NORMAL","HIGH","HIGH","HIGH","HIGH","LOW"
"TRUE","HIGH","NORMAL","TRUE","NORMAL","FALSE","NORMAL","FALSE","NORMAL","LOW","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","LOW","LOW","NORMAL","HIGH","TRUE","NORMAL","NORMAL","HIGH","FALSE","HIGH","LOW","ZERO","ZERO","NORMAL","HIGH","HIGH","HIGH","HIGH","LOW"
"TRUE","HIGH","LOW","TRUE","NORMAL","FALSE","HIGH","FALSE","HIGH","LOW","FALSE","NORMAL","TRUE","FALSE","LOW","HIGH","TRUE","NORMAL","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","HIGH","FALSE","LOW","ZERO","HIGH","NORMAL","ZERO","HIGH","NORMAL","HIGH","HIGH","HIGH"
"FALSE","HIGH","LOW","TRUE","NORMAL","FALSE","LOW","FALSE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","HIGH","NORMAL","TRUE","LOW","LOW","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","HIGH","TRUE","HIGH","ZERO","ZERO","LOW","ZERO","HIGH","NORMAL","HIGH","HIGH","LOW"
"FALSE","NORMAL","LOW","FALSE","NORMAL","TRUE","HIGH","TRUE","NORMAL","NORMAL","FALSE","NORMAL","TRUE","FALSE","HIGH","ZERO","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","ONESIDED","NORMAL","TRUE","HIGH","HIGH","LOW","HIGH","ZERO","HIGH","HIGH","HIGH","LOW","HIGH"
"TRUE","NORMAL","HIGH","TRUE","NORMAL","FALSE","LOW","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","HIGH","TRUE","ZERO","NORMAL","LOW","NORMAL","LOW","TRUE","NORMAL","NORMAL","ZERO","FALSE","LOW","HIGH","LOW","HIGH","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL"
"TRUE","NORMAL","NORMAL","FALSE","LOW","TRUE","LOW","TRUE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","LOW","ZERO","FALSE","NORMAL","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","HIGH","FALSE","HIGH","LOW","HIGH","NORMAL","NORMAL","HIGH","NORMAL","HIGH","LOW","NORMAL"
"TRUE","LOW","HIGH","TRUE","HIGH","TRUE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","NORMAL","LOW","LOW","NORMAL","TRUE","NORMAL","NORMAL","NORMAL","TRUE","HIGH","LOW","HIGH","ZERO","HIGH","HIGH","NORMAL","HIGH","LOW","LOW"
"TRUE","HIGH","LOW","TRUE","LOW","FALSE","HIGH","FALSE","LOW","NORMAL","TRUE","HIGH","TRUE","FALSE","HIGH","LOW","TRUE","LOW","NORMAL","HIGH","LOW","LOW","TRUE","HIGH","ONESIDED","LOW","TRUE","HIGH","NORMAL","ZERO","LOW","HIGH","HIGH","HIGH","NORMAL","HIGH","LOW"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","FALSE","NORMAL","FALSE","LOW","NORMAL","FALSE","NORMAL","TRUE","FALSE","NORMAL","ZERO","FALSE","NORMAL","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","NORMAL","FALSE","LOW","HIGH","LOW","LOW","NORMAL","HIGH","NORMAL","NORMAL","NORMAL","LOW"
"TRUE","NORMAL","NORMAL","TRUE","LOW","FALSE","NORMAL","FALSE","HIGH","LOW","TRUE","LOW","FALSE","FALSE","HIGH","NORMAL","FALSE","ZERO","NORMAL","NORMAL","LOW","NORMAL","TRUE","NORMAL","NORMAL","HIGH","TRUE","HIGH","HIGH","HIGH","HIGH","ZERO","NORMAL","NORMAL","HIGH","LOW","LOW"
"TRUE","LOW","NORMAL","TRUE","HIGH","TRUE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","HIGH","HIGH","FALSE","ZERO","NORMAL","HIGH","HIGH","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","HIGH","NORMAL","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH","HIGH"
"TRUE","HIGH","HIGH","FALSE","LOW","FALSE","NORMAL","FALSE","NORMAL","HIGH","TRUE","HIGH","TRUE","FALSE","HIGH","HIGH","FALSE","LOW","NORMAL","LOW","NORMAL","NORMAL","TRUE","HIGH","ONESIDED","ZERO","FALSE","LOW","LOW","NORMAL","HIGH","NORMAL","HIGH","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","LOW","NORMAL","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","HIGH","TRUE","HIGH","TRUE","FALSE","HIGH","LOW","FALSE","LOW","NORMAL","LOW","HIGH","NORMAL","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","HIGH","LOW","ZERO","HIGH","HIGH","NORMAL","HIGH","LOW","LOW"
"TRUE","HIGH","NORMAL","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","FALSE","NORMAL","NORMAL","LOW","HIGH","LOW","TRUE","NORMAL","NORMAL","LOW","FALSE","NORMAL","HIGH","LOW","NORMAL","HIGH","HIGH","HIGH","HIGH","LOW","LOW"
"TRUE","LOW","HIGH","FALSE","LOW","FALSE","LOW","FALSE","LOW","NORMAL","FALSE","HIGH","TRUE","FALSE","HIGH","LOW","FALSE","NORMAL","NORMAL","LOW","NORMAL","NORMAL","TRUE","HIGH","ESOPHAGEAL","LOW","TRUE","HIGH","NORMAL","LOW","HIGH","HIGH","HIGH","NORMAL","HIGH","LOW","LOW"
"TRUE","NORMAL","LOW","TRUE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","HIGH","HIGH","FALSE","ZERO","NORMAL","HIGH","NORMAL","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","NORMAL","ZERO","LOW","LOW","HIGH","HIGH","NORMAL","HIGH","NORMAL","NORMAL"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","LOW","HIGH","FALSE","ZERO","NORMAL","HIGH","NORMAL","HIGH","TRUE","NORMAL","ESOPHAGEAL","HIGH","TRUE","HIGH","HIGH","LOW","LOW","NORMAL","HIGH","HIGH","HIGH","LOW","LOW"
"TRUE","NORMAL","NORMAL","TRUE","NORMAL","FALSE","HIGH","TRUE","HIGH","NORMAL","FALSE","HIGH","FALSE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","LOW","NORMAL","NORMAL","TRUE","HIGH","ESOPHAGEAL","ZERO","TRUE","LOW","NORMAL","HIGH","LOW","HIGH","HIGH","HIGH","LOW","LOW","NORMAL"
"TRUE","NORMAL","HIGH","TRUE","NORMAL","FALSE","LOW","FALSE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","HIGH","HIGH","FALSE","ZERO","NORMAL","LOW","HIGH","HIGH","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","NORMAL","NORMAL","HIGH","ZERO","HIGH","NORMAL","NORMAL","NORMAL","LOW"
"TRUE","LOW","HIGH","FALSE","LOW","FALSE","NORMAL","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","FALSE","LOW","HIGH","FALSE","LOW","NORMAL","LOW","HIGH","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","HIGH","ZERO","LOW","NORMAL","HIGH","NORMAL","HIGH","NORMAL","NORMAL"
"TRUE","LOW","HIGH","TRUE","NORMAL","FALSE","HIGH","FALSE","LOW","LOW","FALSE","LOW","TRUE","FALSE","NORMAL","LOW","TRUE","HIGH","NORMAL","HIGH","LOW","LOW","TRUE","HIGH","NORMAL","LOW","TRUE","HIGH","LOW","HIGH","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL"
"TRUE","NORMAL","HIGH","TRUE","LOW","FALSE","LOW","FALSE","HIGH","HIGH","TRUE","HIGH","TRUE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","HIGH","NORMAL","LOW","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","HIGH","NORMAL","HIGH","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH"
"TRUE","LOW","NORMAL","TRUE","HIGH","TRUE","HIGH","FALSE","LOW","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","HIGH","FALSE","HIGH","NORMAL","LOW","LOW","HIGH","TRUE","NORMAL","ONESIDED","HIGH","TRUE","LOW","ZERO","NORMAL","ZERO","ZERO","HIGH","HIGH","NORMAL","HIGH","NORMAL"
"TRUE","HIGH","NORMAL","FALSE","NORMAL","TRUE","NORMAL","TRUE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","LOW","ZERO","FALSE","HIGH","NORMAL","LOW","HIGH","HIGH","FALSE","NORMAL","NORMAL","LOW","TRUE","LOW","NORMAL","ZERO","LOW","LOW","HIGH","HIGH","HIGH","LOW","HIGH"
"TRUE","LOW","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","HIGH","HIGH","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","NORMAL","HIGH","LOW","NORMAL","HIGH","LOW","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","HIGH","NORMAL","FALSE","HIGH","FALSE","LOW","FALSE","LOW","HIGH","FALSE","HIGH","TRUE","TRUE","HIGH","HIGH","FALSE","LOW","LOW","HIGH","HIGH","LOW","TRUE","NORMAL","ONESIDED","LOW","TRUE","LOW","NORMAL","ZERO","LOW","NORMAL","NORMAL","HIGH","NORMAL","HIGH","LOW"
"TRUE","LOW","LOW","FALSE","NORMAL","FALSE","LOW","FALSE","LOW","LOW","FALSE","NORMAL","TRUE","FALSE","LOW","ZERO","TRUE","LOW","NORMAL","NORMAL","LOW","HIGH","TRUE","NORMAL","ONESIDED","LOW","FALSE","LOW","LOW","ZERO","ZERO","ZERO","NORMAL","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","LOW","LOW","TRUE","HIGH","FALSE","LOW","FALSE","NORMAL","LOW","FALSE","LOW","FALSE","FALSE","HIGH","HIGH","FALSE","ZERO","NORMAL","HIGH","LOW","LOW","FALSE","HIGH","NORMAL","HIGH","FALSE","LOW","HIGH","LOW","HIGH","ZERO","LOW","HIGH","HIGH","HIGH","HIGH"
"TRUE","NORMAL","LOW","FALSE","NORMAL","TRUE","LOW","TRUE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","TRUE","HIGH","NORMAL","LOW","NORMAL","HIGH","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","NORMAL","HIGH","ZERO","ZERO","HIGH","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","HIGH","NORMAL","TRUE","LOW","FALSE","HIGH","FALSE","LOW","HIGH","FALSE","HIGH","FALSE","TRUE","LOW","LOW","FALSE","HIGH","NORMAL","NORMAL","NORMAL","LOW","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","NORMAL","HIGH","HIGH","HIGH","NORMAL","NORMAL","NORMAL","NORMAL","HIGH"
"TRUE","LOW","HIGH","TRUE","NORMAL","TRUE","HIGH","TRUE","LOW","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","HIGH","FALSE","HIGH","LOW","NORMAL","NORMAL","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","NORMAL","LOW","ZERO","LOW","HIGH","LOW","NORMAL","NORMAL","NORMAL","LOW"
"TRUE","LOW","NORMAL","FALSE","NORMAL","FALSE","NORMAL","TRUE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","TRUE","HIGH","NORMAL","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","HIGH","TRUE","LOW","NORMAL","LOW","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","HIGH","FALSE","LOW","FALSE","NORMAL","TRUE","LOW","HIGH","TRUE","HIGH","FALSE","FALSE","HIGH","HIGH","TRUE","NORMAL","NORMAL","HIGH","HIGH","LOW","TRUE","HIGH","NORMAL","HIGH","FALSE","LOW","LOW","LOW","NORMAL","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"TRUE","NORMAL","HIGH","TRUE","NORMAL","TRUE","NORMAL","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","FALSE","NORMAL","ZERO","TRUE","NORMAL","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","LOW","LOW","ZERO","NORMAL","HIGH","NORMAL","HIGH","HIGH","LOW"
"TRUE","HIGH","HIGH","TRUE","HIGH","TRUE","NORMAL","TRUE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","TRUE","ZERO","LOW","LOW","NORMAL","HIGH","TRUE","HIGH","NORMAL","HIGH","TRUE","HIGH","NORMAL","HIGH","HIGH","ZERO","LOW","NORMAL","NORMAL","NORMAL","HIGH"
"FALSE","NORMAL","HIGH","TRUE","LOW","FALSE","LOW","FALSE","HIGH","NORMAL","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","HIGH","HIGH","LOW","TRUE","NORMAL","NORMAL","LOW","TRUE","HIGH","NORMAL","HIGH","HIGH","HIGH","LOW","HIGH","HIGH","NORMAL","HIGH"
"FALSE","LOW","LOW","TRUE","NORMAL","FALSE","LOW","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","FALSE","LOW","HIGH","FALSE","NORMAL","LOW","LOW","HIGH","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","ZERO","ZERO","ZERO","HIGH","NORMAL","HIGH","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","LOW","TRUE","HIGH","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","LOW","ZERO","FALSE","LOW","NORMAL","HIGH","HIGH","LOW","TRUE","HIGH","NORMAL","HIGH","TRUE","HIGH","LOW","LOW","LOW","ZERO","LOW","HIGH","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","LOW","TRUE","LOW","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","NORMAL","TRUE","LOW","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","HIGH","FALSE","LOW","NORMAL","LOW","HIGH","ZERO","LOW","HIGH","NORMAL","LOW","LOW"
"TRUE","HIGH","HIGH","FALSE","NORMAL","TRUE","HIGH","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","FALSE","NORMAL","ZERO","FALSE","ZERO","NORMAL","HIGH","LOW","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","LOW","LOW","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH","NORMAL","LOW"
"TRUE","NORMAL","LOW","TRUE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","HIGH","TRUE","FALSE","LOW","LOW","FALSE","LOW","NORMAL","NORMAL","HIGH","NORMAL","TRUE","HIGH","NORMAL","LOW","TRUE","HIGH","NORMAL","HIGH","LOW","ZERO","HIGH","HIGH","HIGH","LOW","HIGH"
"TRUE","LOW","HIGH","TRUE","NORMAL","FALSE","NORMAL","FALSE","LOW","NORMAL","TRUE","HIGH","TRUE","FALSE","LOW","LOW","FALSE","NORMAL","NORMAL","LOW","NORMAL","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","HIGH","LOW","LOW","HIGH","HIGH","NORMAL","HIGH","LOW","HIGH"
"TRUE","HIGH","HIGH","TRUE","LOW","TRUE","HIGH","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","FALSE","LOW","NORMAL","LOW","HIGH","NORMAL","TRUE","HIGH","NORMAL","HIGH","TRUE","HIGH","ZERO","ZERO","LOW","NORMAL","NORMAL","HIGH","NORMAL","NORMAL","NORMAL"
"TRUE","HIGH","HIGH","TRUE","HIGH","FALSE","HIGH","FALSE","HIGH","LOW","FALSE","NORMAL","FALSE","FALSE","HIGH","ZERO","FALSE","LOW","NORMAL","LOW","HIGH","LOW","TRUE","HIGH","ONESIDED","NORMAL","FALSE","LOW","NORMAL","HIGH","HIGH","HIGH","LOW","HIGH","HIGH","NORMAL","NORMAL"
"TRUE","LOW","NORMAL","FALSE","LOW","FALSE","NORMAL","FALSE","LOW","NORMAL","FALSE","HIGH","FALSE","FALSE","LOW","NORMAL","TRUE","LOW","NORMAL","NORMAL","LOW","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","LOW","LOW","LOW","HIGH","NORMAL","HIGH","NORMAL","LOW","NORMAL"
"TRUE","HIGH","LOW","FALSE","LOW","FALSE","LOW","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","HIGH","HIGH","LOW","TRUE","HIGH","NORMAL","HIGH","FALSE","NORMAL","ZERO","LOW","ZERO","HIGH","LOW","NORMAL","HIGH","HIGH","HIGH"
"TRUE","NORMAL","HIGH","TRUE","NORMAL","FALSE","HIGH","FALSE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","HIGH","LOW","TRUE","LOW","NORMAL","LOW","LOW","HIGH","TRUE","NORMAL","NORMAL","LOW","FALSE","HIGH","NORMAL","LOW","LOW","LOW","HIGH","NORMAL","HIGH","NORMAL","NORMAL"
"TRUE","LOW","HIGH","FALSE","LOW","FALSE","NORMAL","TRUE","HIGH","NORMAL","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","NORMAL","NORMAL","TRUE","HIGH","NORMAL","ZERO","FALSE","HIGH","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","HIGH","NORMAL","FALSE","NORMAL","TRUE","LOW","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","LOW","NORMAL","HIGH","LOW","NORMAL","TRUE","HIGH","ONESIDED","NORMAL","TRUE","HIGH","HIGH","LOW","NORMAL","NORMAL","NORMAL","NORMAL","HIGH","LOW","LOW"
"TRUE","NORMAL","LOW","TRUE","HIGH","FALSE","NORMAL","TRUE","NORMAL","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","TRUE","NORMAL","NORMAL","HIGH","HIGH","NORMAL","TRUE","HIGH","NORMAL","NORMAL","TRUE","HIGH","NORMAL","ZERO","NORMAL","ZERO","LOW","NORMAL","HIGH","LOW","LOW"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","TRUE","HIGH","FALSE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","LOW","LOW","FALSE","LOW","NORMAL","HIGH","HIGH","NORMAL","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","ZERO","NORMAL","NORMAL","NORMAL","HIGH","HIGH","HIGH","LOW","LOW"
"TRUE","HIGH","HIGH","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","HIGH","TRUE","FALSE","NORMAL","ZERO","FALSE","ZERO","NORMAL","LOW","HIGH","LOW","TRUE","NORMAL","ONESIDED","NORMAL","TRUE","LOW","NORMAL","HIGH","HIGH","NORMAL","HIGH","HIGH","HIGH","LOW","LOW"
"TRUE","LOW","HIGH","FALSE","NORMAL","FALSE","LOW","FALSE","HIGH","HIGH","TRUE","LOW","FALSE","FALSE","LOW","LOW","FALSE","NORMAL","NORMAL","LOW","LOW","NORMAL","TRUE","HIGH","ESOPHAGEAL","HIGH","TRUE","LOW","NORMAL","ZERO","NORMAL","NORMAL","HIGH","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","HIGH","NORMAL","TRUE","HIGH","TRUE","HIGH","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","NORMAL","ZERO","FALSE","NORMAL","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","HIGH","LOW","LOW","LOW","HIGH","HIGH","HIGH","HIGH","LOW"
"TRUE","LOW","LOW","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","LOW","TRUE","LOW","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","LOW","LOW","HIGH","TRUE","NORMAL","NORMAL","ZERO","TRUE","LOW","ZERO","LOW","ZERO","LOW","HIGH","HIGH","HIGH","NORMAL","HIGH"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","NORMAL","NORMAL","LOW","LOW","HIGH","TRUE","NORMAL","ONESIDED","ZERO","TRUE","LOW","HIGH","NORMAL","HIGH","HIGH","NORMAL","HIGH","HIGH","LOW","LOW"
"TRUE","NORMAL","NORMAL","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","NORMAL","FALSE","NORMAL","TRUE","FALSE","NORMAL","ZERO","FALSE","LOW","NORMAL","LOW","LOW","HIGH","TRUE","NORMAL","NORMAL","ZERO","FALSE","NORMAL","ZERO","ZERO","NORMAL","NORMAL","HIGH","HIGH","HIGH","LOW","HIGH"
"TRUE","LOW","NORMAL","TRUE","NORMAL","FALSE","NORMAL","TRUE","HIGH","NORMAL","FALSE","HIGH","TRUE","FALSE","NORMAL","ZERO","TRUE","ZERO","LOW","LOW","LOW","LOW","TRUE","HIGH","NORMAL","NORMAL","TRUE","LOW","HIGH","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH","LOW","LOW"
"TRUE","HIGH","NORMAL","TRUE","NORMAL","FALSE","HIGH","FALSE","LOW","NORMAL","FALSE","LOW","TRUE","FALSE","NORMAL","NORMAL","TRUE","LOW","NORMAL","HIGH","HIGH","LOW","TRUE","HIGH","NORMAL","NORMAL","FALSE","LOW","HIGH","LOW","LOW","LOW","LOW","HIGH","NORMAL","HIGH","HIGH"
"TRUE","NORMAL","NORMAL","FALSE","HIGH","FALSE","NORMAL","FALSE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","NORMAL","LOW","FALSE","NORMAL","NORMAL","NORMAL","HIGH","LOW","TRUE","HIGH","NORMAL","LOW","TRUE","LOW","HIGH","ZERO","HIGH","NORMAL","LOW","NORMAL","HIGH","LOW","NORMAL"
"TRUE","NORMAL","HIGH","TRUE","HIGH","FALSE","NORMAL","TRUE","HIGH","LOW","FALSE","LOW","TRUE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","NORMAL","TRUE","NORMAL","LOW","NORMAL","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH","HIGH"
"TRUE","LOW","LOW","TRUE","LOW","TRUE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","NORMAL","LOW","TRUE","HIGH","NORMAL","LOW","LOW","LOW","TRUE","HIGH","NORMAL","ZERO","TRUE","HIGH","NORMAL","ZERO","NORMAL","NORMAL","LOW","NORMAL","HIGH","NORMAL","HIGH"
"TRUE","HIGH","LOW","TRUE","NORMAL","TRUE","NORMAL","TRUE","HIGH","NORMAL","FALSE","NORMAL","FALSE","FALSE","HIGH","HIGH","FALSE","LOW","NORMAL","NORMAL","LOW","LOW","TRUE","HIGH","ESOPHAGEAL","HIGH","TRUE","LOW","NORMAL","LOW","ZERO","NORMAL","HIGH","HIGH","HIGH","HIGH","NORMAL"
